"id","type","title","author","content","copyright","year","src","location","medium","caption"
9,"image","Figure 4","Balzac Paris",,,2018,"ART03-AUGM_09.png","./media",,"Le title du livre à l'honneur pour poétiser une collection, Balzac Paris 2018"
