"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu",,"L'ensemble des métadonnées sont citées à même l'image."
"ART16-AUGM_15","image","Détails",,,"*?",,"./media/ART16-AUGM_15.jpg",,,,,
