"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_09","commentaire",,,,"*?",,,,,"Ce qui nous oriente vers la nécessité d’une sémiotique verónienne (inscrite dans la lignée de Peirce), qui s’intéresse au rôle des configurations sensorielles matérielles dans l’élaboration du sens."
