"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_17","commentaire avec référence",,,,"*?",,,,,"EN SHS, de nombreux travaux insistent aujourd’hui sur le fait que la donnée est construite, ce que formule également Johanna Drucker dans Graphesis: « Data are capta, taken not given, constructed as an interpretation of the phenomenal world, not inherent in it » (op. cit., p. 8)."
