"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_11","commentaire",,,,"*?",,,,,"Sur le livre dévoré, voir Gérard Haddad, Manger le livre. Rites alimentaires et fonctions paternelles, Paris, Hachette Littérature, 1998."
