"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_02","image",,"Chris Ware",,"*?",2012,"./media/ART16-AUGM_02.jpg",,"Planche de Building Stories, page « libre », non paginée, non titrée.",
