"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_16","commentaire avec référence",,,,"*?",,,,,"Nous pensons entre autres, en design, aux travaux de Philippe Quinton, qui a bien mis en évidence la façon dont le champ d’analyse du design relève de la concomitance entre l’engagement physique et l’engagement intellectuel du lecteur. Voir notamment Philippe Quinton, Les designs des images et des écritures, Habilitation à diriger les recherches sous la direction d’Anne-Marie Christin, Université Denis Diderot de Paris VII, 2002."
