"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_18","commentaire",,,,"*?",,,,,"La dimension sociale du design est, en ce sens, de plus en plus affirmée dans son cadre épistémologique contemporain. Le terme de « design social », apparu ces dix dernières années, atteste du renforcement de cette posture partagée, qui n’a pour autant jamais été absente de ses réflexions."
