"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_12","image",,"?",,"*?",,"./media/ART16-AUGM_12.jpg",,"Psautier et Rosaire de la Vierge (à partir du f. 27 puis) Litanies",
