"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART02-AUGM_06","tableau","Tableau 5",,"« La mutation contemporaine du livre implique l’apparition d’un régime de la lecture. Dans le tableau suivant, l’hyperlecture complète les formes classiques de la lecture qui s’inscrivent toujours dans un « milieu spirituel » à un moment historique. »",,,"ART02-AUGM_06.png","./media",,"Régimes historiques de lecture"
