"id","type","title","author","content","copyright","year","src","location","medium","caption"
1,"image","Figure 1","Sézane",,,2018,"ART03-AUGM_01.jpg","./media",,"Accessoires de mode posés sur des livres, Sézane, collection printemps/été 2018"
