"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_30","text",,,,,,,,,,"Voir la notion d’« aucteur », définie par Cécile Meynard et Thomas Lebarbé, pour rendre compte de cette nouvelle figure du lecteur à la fois acteur de sa lecture et auteur (garant) du nouveau texte qu’il promeut (« Donner à voir, à lire, à comprendre : destinataires et finalités d’une édition polymorphe des manuscrits de Stendhal », dans Patrimoine littéraire en ligne : la renaissance du lecteur, textes réunis par Dominique Pety, LLSETI, coll. « Corpus », n° 9, 2015, p. 97-116).

"
