"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_29","text",,,,,,,,,,"Il s’agit d’articles sur des sujets divers : Stendhal et son rapport au latin (texte de Cécile Meynard) ; le procès du général Moreau en 1804 et la réaction qu’il suscite chez le jeune homme (texte de Cécile Meynard) ; le copiste surnommé « Corbeau » par Stendhal et jusque-là jamais identifié (article d’Hélène de Jacquelot) ; ou encore les erreurs d’interprétation des éditeurs sur un toponyme mal compris (“Arenc, Arrhain, Allauch, Avrain », article de Jean-Jacques Labia), etc. Ces articles sont accessibles sur le site dans l’onglet « Les manuscrits », rubrique « Bloc-note ».

"
