"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART12-AUGM_01","text",,,"Les images de manuscrits de Stendhal issues du site des Manuscrits sont reproduites avec l’aimable autorisation de la Bibliothèque municipale de Grenoble.",,,,,,
