"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_21","image","Figure 5",,,,,"ART12-AUGM_21.png","./media",,"Chronologie interactive disponible sur le site des Manuscrits de Stendhal.
",
