"id","type","title","author","content","copyright","year","src","location","medium","caption"
4,"instagram","Figure 9","Éditions Gallimard","Bg1TIFwlsQ5",,2018,,,,"Exemple de post Instagram consacré à la sortie d’un ouvrage"
