"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART02-AUGM_01","tableau","Tableau 1",,,,,"ART02-AUGM_01.png","./media",,"Actions et méthodes des Études Digitales et typologie des pratiques lectoriales"
