"id","type","title","author","content","copyright","year","src","medium","caption"
"ART11-AUGM_01","commentaire",,,"Nathalie Lacelle est professeure à l’Université du Québec à Montréal en didactique des langues et titulaire de la Chaire de recherches en littératie médiatique multimodale (Chaire-LMM.ca). La Chaire en LMM se consacre au développement de recherches concernant la formation des jeunes à la compréhension et à la production d’œuvres littéraires multimodales sur différents supports. Elle s’inscrit à la croisée de plusieurs disciplines (langue, communication, lettres, arts, médias, éducation, humanités numériques) qui concourent à définir les compétences en LMM - et de méthodologies qui s’appliquent en contextes éducatifs numériques formels et informels.",,,,,
