"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_09","text",,,,,,,,,,"Il ne s’agissait pas d’une commande des littéraires à des informaticiens prestataires de services, mais bien d’une collaboration scientifique.
"
