"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_17","text",,,,,,,,,,"L'internaute peut par exemple cliquer sur l'image d'une page pour en visualiser une version agrandie puis revenir à la transcription qu'il consultait ou glisser la souris sur un mot suivi en exposant de la lettre « i » pour obtenir une information dans une fenêtre pop-up (par exemple pour préciser une graphie, développer une notice biographique, etc.)."
