"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_22","image","Figure 6",,,,,"ART12-AUGM_22.png","./media",,"Image et transcription du f° 405r du registre R.302 (1), tome 3. Le tableau Actéon métamorphosé en cerf, peint vers 1617, appartient au Musée du Louvre.
",
