"id","type","title","author","content","copyright","year","src","medium","caption"
"ART11-AUGM_08","commentaire",,,"Cependant, le développement de nouveaux types de formats, plus interactifs et dynamiques, comme les Epubs 4, et leur intégration dans les dispositifs de prêts numériques en bibliothèques, pourrait devenir une voie intéressante à explorer pour les éditeur.trices, notamment jeunesse.

",,,,,
