"id","type","title","author","content","copyright","year","src","medium","caption","Contenu"
"ART11-AUGM_05","commentaire",,,,,,,,,"Nathalie Lacelle (UQAM), Marie-Christine Beaudry et Monique Lebrun (UQAM), Département de didactique des langues; Sylvain Brehm (UQAM), Département d’études littéraires; Moniques Richard (UQAM), École des arts visuels et médiatiques; Vincent Bouchard-Valentine (UQAM), Département de musique; Virginie Martel (UQAR-Lévis), Département des sciences de l’éducation; Jean-François Boutin (UQAR-Lévis), Département des sciences de l’éducation;  Elaine Turgeon (UQAM), Département de didactique."
