"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_03","commentaire avec référence",,,,"*?",,,,,"Cette analyse, publiée en 2004, se vérifie encore dans les discours en 2019. Voir Jean Davallon et Yves Jeanneret, « La fausse évidence du lien hypChrisertexte », Communication & langages, n° 140, 2004, p. 43-54. <p> Notons au passage que si cette planche s’affranchit de la linéarité, elle ne peut le faire que parce qu’elle prend appui sur la ligne comme « cadre instituant » de l’écriture, pour reprendre une formule d’Emmanuël Souchier."
