"id","type","title","author","content","copyright","year","src","location","medium","caption"
2,"image","Candide ou l'Optimiste par BnF et Orange",,,"CE PROGRAMME A USAGE PEDAGOGIQUE PEUT FAIRE L'OBJET DE DIFFUSION COLLECTIVE GRATUITE. TOUT USAGE PEDAGOGIQUE DES DOCUMENTS EST AUTORISÉ",,"2.png","./media",,"Capture d'écran du site web https://candide.bnf.fr/"
