"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
15,"commentaire avec lien",,,,,,,,,,"Expérimentations en classes pilotes menées par la mission TICE de l’académie de Grenoble et par l’inspection de lettres, dont le bilan a été fait au colloque EcriTech’4. Nice, les 11 et 12 avril 2013. En ligne : http://www.ecritech.fr/accueil-2013/"
