"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
21,"commentaire",,,,,,,,,,"Au Moyen Âge, la compilatio est une pratique de lecture et d’écriture qui consiste à assembler des morceaux de textes et des bribes antérieurement rédigés dans un livre formant un tout cohérent."
