"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
8,"image","Le Monde",,,"CE PROGRAMME A USAGE PEDAGOGIQUE PEUT FAIRE L'OBJET DE DIFFUSION COLLECTIVE GRATUITE. TOUT USAGE PEDAGOGIQUE DES DOCUMENTS EST AUTORISÉ",,"8.jpg","./media",,"Capture d'écran de la page https://candide.bnf.fr/monde",
