"id","type","title","author","content","copyright","year","src","medium","caption"
"ART06-AUGM_03","image","Figure 2","Christian Jacob","Extrait de Mondes lettrés : fragments d'un abécédaire","*?",2012,"./media/ART06-AUGM_03.jpg",,"Entrée École Normale Supérieure (Bibliothèque de L')"
