"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_07","commentaire",,,,"*?",,,,," En étant par exemple pratiquement immobile, comme c’est socialement la posture classique dans toute activité de lecture."
