"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_13","commentaire",,,,"*?",,,,,"Pour une analyse plus approfondie, voir Elsa Tadier, « Les corps du livre – du codex au numérique. Enjeux des corporéités d’une forme médiatique : vers une anthropologie communicationnelle du livre », thèse de doctorat sous la dir. d’Emmanuël Souchier et Anne Zali, CELSA, Sorbonne Université."
