"Identifiant","Type","Titre","Nom de l'auteur","Commentaire ou description de l'augmentation *","Copyright *","Année de publication *","Fichier média + emplacement","Medium *","Légende","Contenu"
"ART16-AUGM_14","commentaire",,,,"*?",,,,,"Voir Nancy Thebaut, « Bleeding pages, bleeding bodies : a gendered reading of British Library MS Egerton 1821 », Medieval Feminist Forum, n°45, 2009, p. 175-200."
