"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_04","text",,,,,,,,,,"
Voir entre autres les articles, pionniers en la matière, de Joanna Pomian et Emmanuel Souchier, “Informatique et pratiques écrivantes”, Traverses, n° 43, Bpi, février 1988, p. 121-130 ; et J. Pomian et E. Souchier, “Les machines écrivantes ou l'écriture virtuelle”, Traverses, Bpi, n° 44‑45, sept. 1988, p. 108-119."
