"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART12-AUGM_33","text",,,"Dominique Pety, reprenant les analyses fondatrices de George Landow et Jay Bolter, parle ainsi d’une « textualité éclatée au gré des liens établis et des extraits rassemblés » par les lecteurs (Patrimoine littéraire en ligne : la renaissance du lecteur, ibid., Introduction, p. 13) Elle évoque très justement « la figure d’un lecteur actif, étroitement associé à l’interprétation, voire à la construction et à l’invention du texte » (loc. cit.).

",,,,,,
