"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_06","text",,,,,,,,,,"
Pierre-Yves Buard et son équipe de la MRSH de Caen préfèrent en ce sens parler d’ateliers numériques plutôt que d’éditions numériques."
