"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_28","image","Figure 7",,,,,"ART12-AUGM_28.png","./media",,"Exemple des trois visualisations (site, édition imprimée, ePub) du document « Ulysse ».
",
