"id","type","title","author","content","copyright","year","src","medium","caption"
"ART06-AUGM_13","commentaire",,,"Cette métaphore de liquidité du texte numérique est développée par les travaux de recherche récents sur les transformations de la fonction éditoriale en contexte numérique : pour Marcello Vitali Rosati, la liquidité du numérique est au coeur de cette transformation, elle relève d’un concept d’édition continue, de texte toujours en mouvement; pour Chloé Girard,« la notion de livre liquide touche d’abord à la question de l’intégrité du texte […]. La liquéfaction n’est donc pas une question d’outil, tout les outils numériques la permettent, mais une question éditoriale.» https://girardchloe.wordpress.com/textes/",,,,,
