"id","type","title","author","content","copyright","year","src","medium","caption"
"ART06-AUGM_01","commentaire",,,"Trois structures d’organisation interne sont explicitement revendiquées par les auteurs de l’Encylopédie : l’ordre alphabétique, la classification des articles dans le Système Figuré des Connaissances Humaines, et les renvois entre articles qui doivent indiquer la « liaison des matières ».",,,,,
