"id","type","title","author","content","copyright","year","src","medium","caption"
"ART06-AUGM_11","Vidéo YouTube","L'historien du livre face aux bouleversements du numérique - Roger Chartier","Collège de France","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/mG2swQE9jMM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","Paternité - Pas d'Utilisation Commerciale - Pas de Modification 3.0 Unported (CC BY-NC-ND 3.0)",2013,,,"Le livre : son passé, son avenir : Entretien avec Roger Chartier"
