"id","type","title","author","content","copyright","year","src","medium","caption"
"ART06-AUGM_07","image","Figure 8","Collectif","Extrait de l'Abécédaire des mondes lettrés","*?",2012,"./media/ART06-AUGM_07.jpg",,"Constellation Carnet"
