"id","type","title","author","content","copyright","year","src","medium","caption"
"ART06-AUGM_06","image","Figures 6 et 7","Collectif","Extraits de Mondes lettrés : fragments d'un abécédaire et de l'Abécédaire des mondes lettrés","*?",2012,"./media/ART06-AUGM_06.jpg",,"Entrée Carnet dans l’édition imprimée versus dans les constellations alphabétiques"
