"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
7,"instagram","Figure 6","voyagelivresque (republié par les éditions Grasset)",,,2018,,,,"Scénographie réalisée par une blogueuse et republiée par l'éditeur Grasset","BfqAO8UlgxZ"
