"id","type","title","author","content","copyright","year","src","location","medium","caption"
6,"image","Figure 3","Balzac Paris",,,2018,"ART03-AUGM_06.png","./media",,"Instrumentaliser le title d'un livre, Balzac Paris, printemps-été 2018."
