"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_19","image avec commentaire","Figure 3",,,,,"ART12-AUGM_19.png","./media",,"Exemple de visualisation de zones dans une page de manuscrit de Lucien Leuwen et dans sa transcription.","http://stendhal.msh-alpes.fr/manuscrits/protozone/index.html (cette idée de zonage de pages de manuscrit et de leur transcription nous a été inspirée par les réalisations d’Elena Pierazzo et Julie André « Autour d’une séquence et des notes du Cahier 46 : enjeu du codage dans les brouillons de Proust », disponible sur http://research.cch.kcl.ac.uk/proust_prototype/ [consulté le 28 octobre 2018]."
