"id","type","title","author","content","copyright","year","src","location","medium","caption","Contenu"
"ART12-AUGM_18","text",,,,,,,,,,"Voir par exemple le petit diaporama permettant de comprendre la genèse d’une page de Lamiel. Disponible sur http://stendhal.msh-alpes.fr/wordpress/wp-content/uploads/2015/03/Lamiel11.mov [consulté le 28 octobre 2018]."
