"id","type","title","author","content","copyright","year","src","medium","caption"
"ART09-AUGM_07","image","Figure 2",,,"à renseigner",,"./media/ART09-AUGM_07.png",,"Lire l’occurrence ePub de manière discontinue (entremêlement des voix des personnages)."
