"id","type","title","author","content","copyright","year","src","medium","caption"
"ART09-AUGM_15","commentaire avec référence",,,"Voir le texte programmatique de la collection sur Publie.net : https://www.publie.net/categorie-produit/temps-reel/. Source consultée le 9/08/2018",,,,,"
"
