"id","type","title","author","content","copyright","year","src","medium","caption"
"ART17-AUGM_07","citation + commentaire",,,"Ce nouveau paradigme de conception implique que les designers graphiques repensent leurs méthodes de travail. Il ne s’agit plus seulement de concevoir des formes pour des supports stabilisés (au format connu à l’avance), mais surtout de prendre en charge des chaînes de transformation du visible (aux formats de consultation démultipliés).","Back Office N° 2, « Penser, classer, documenter », Paris, Éditions B42, 2018, p. 18",,,,
