"id","type","title","author","content","copyright","year","src","medium","caption"
"ART17-AUGM_01 ","à determiner avec référence",,,"Une augmentation de nature encore indéterminée pourrait accompagner le lien vers le site de l'ARC.",,,,,"ARC « éditions nouvelles formes » Ésad Orléans  : https://arceditionnouvellesformes.tumblr.com"
