"id","type","title","author","content","copyright","year","src","medium","caption","Référence"
"ART17-AUGM_02","citation + commentaire",,"Ledit, G. « L’art et le design sont-ils entrés dans l’ère post-numérique ? », Usbek et Rica, https://usbeketrica.com/article/art-post-numerique-design.","Cette approche est importante dans l’ARC car elle propose aux étudiants d’expérimenter aussi des projets dans l’espace, sous la forme d’installation en mixant les médias.",,2017,,,"« Le design post-numérique, comme le définit Nicolas Nova, cherche à « dépasser le numérique en réinvestissant l’environnement physique pour questionner ce que le numérique veut dire »",
