"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART02-AUGM_02","tableau","Tableau 2
",,,,,"ART02-AUGM_02.png","./media",,"Modes de lecture du Codex Atlanticus et pratiques lectoriales"
