"id","type","title","author","content","copyright","year","src","medium","caption"
"ART09-AUGM_04","image","Figure 1",,"Apparaissent ici :
En brun, les actrices qui ont participé à la constitution pratique et matérielle du livre ;
En rose, les occurrences de Poreuse, c’est-à-dire les différentes déclinaisons d’un même type, le texte initial de l’auteure, à travers ses divers supports et versions (epub, imprimé, etc.) ;
En bleu, les configurations de l’œuvre, c’est-à-dire les problématiques d’organisation et de parcours de lecture ;
En jaune, le «récepteur». Nous entendons par ce terme tout ce qui touche aux conditions et aux modes d’interprétation du texte à la lecture (gestes, indices, inférences)",,,"./media/ART09-AUGM_04.png",,"La « constellation » de Poreuse (Les couleurs, la taille et la distance de chaque entité sont arbitraires ; ils ne visent qu’à distinguer les pôles identifiés)"
