"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART09-AUGM_05","commentaire avec référence",,,"Le concept d’ «account» est issu de l’ethnométhodologie de Garfinkel (Recherches en ethnométhodologie, Quadrige, 2007) et désigne le produit d’une activité productrice de sens par laquelle les membres d’une interaction définissent le cadre de l’intelligibilité de leurs pratiques.",,,,,,
