"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART09-AUGM_03","commentaire",,,"Le « remembrement » rappelle le travail d’Isis qui reconstitua le corps d’Osiris, découpé par Seth. Ce corps remembré est cependant plus tout à fait le même. Il s’agira pour nous d’élucider sa nature.",,,,,,
