"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART09-AUGM_02","commentaire",,,"Un corpus d’une quarantaine de mails de travail nous a été gracieusement donné par les éditions Publie.net, avec l’accord des trois collaboratrices. Nous les remercions chaleureusement pour leur confiance.
",,,,,,
