"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART09-AUGM_06","commentaire avec référence",,,"La notion de cadre, empruntée à Goffman (Les Cadres de l’expérience, Les Éditions de Minuit, 1991), renvoie à l’ensemble des éléments (matériels, cognitifs, sociaux, etc.) qui orientent la perception d’une situation. Ces cadres peuvent être modifiés selon les intentions des acteurs d’une situation ou se voir progressivement modifiés, à mesure que les acteurs s’engagent dans la situation. À la suite de Goffman, on pensera donc l’expérience des actrices dans sa dynamique comme un processus d’organisation continue de la perception d’une situation.",,,,,,
