"id","type","title","author","content","copyright","year","src","medium","caption"
"ART09-AUGM_08","image","Figure 3",,,"à renseigner",,"./media/ART09-AUGM_08.png",,"Lire l’occurrence ePub de manière continue (personnage par personnage)"
