"id","type","title","author","content","copyright","year","src","location","medium","caption"
"ART09-AUGM_01","commentaire",,,"Le choix de cette œuvre nous a été suggéré par Roxane Lecomte, principale conceptrice des œuvres chez Publie.net. En effet, d’après son expérience, Poreuse avait été l’une des œuvres les plus complexes à élaborer.",,,,,,
